IID,array,job,start,creative,adj_pgs,sexMale,job_sat
5353196,4,"hospital manager, health service manager, clinical manager, nursing service manager",1987,0,0.13232801343311662,0,3
5353758,2,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1983,1,1.5531188917834495,1,2
5354821,0,"nurse (of any kind, at any level)",1971,-1,0.5009131511271036,0,3
5356111,4,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",2000,1,0.09861933036220635,0,4
5356641,3,"office manager, account/payrolls manager, administration manager, litigation/solicitor's office manager",1994,0,0.25549392487437983,0,3
5358277,5,"collector/door-to-door salesperson, canvasser, credit agent, insurance agent, travelling salesperson, commercial traveller",1998,0,-0.8575519567818416,0,3
5360118,2,"senior official in local government including parish or town or county chief clerk, chief or superintendent rate collector, chief executive or director, councillor",2008,0,-0.6030471246226248,1,3
5360624,0,secondary school teacher or teaching professional (including head teacher),1971,1,0.2518178503076561,1,3
5362455,0,coal worker or miner (surface or underground),1964,0,0.7971878350983952,1,3
5363024,8,local government administrative officer or assistant or clerk,2000,0,-0.25048988143338896,0,3
5364490,2,clergyman/woman; any religious officer/leader,1997,0,-0.2517597742157628,1,4
5364823,0,physiotherapist,1961,0,0.8123213805248644,0,4
5364903,1,"counter clerk, bank clerk, cashier, post office clerk",2009,0,-0.4219718015585738,0,3
5366782,5,"advertising or sales representative, demonstrator, estate agent negotiator, land/property salesman {71293343_3336}",1994,0,-0.3128760556386428,1,4
5368461,5,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1997,1,0.7509965379933446,1,3
5369385,5,medical secretary {42113298_3297},2003,0,1.2626175531913943,0,4
5369957,2,"further education teaching professional, college lecturer/professor",1990,1,-0.947297213111448,1,4
5371522,2,school examiner,2000,0,0.8572633674399625,1,3
5371812,0,"senior official of special interest organisation including general manager or director or executive or general secretary of charity, or trade union/association or religious organisation",1968,0,0.9019552097770432,1,4
5372738,2,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1997,1,0.49045830534471113,0,3
5372962,4,health visitor {32113077_3071},1997,0,0.7309780452511695,0,4
5373324,7,vocational or industrial trainer/instructor {35633208_3199},2005,1,-0.12265823525101932,0,4
5374392,0,health visitor {32113077_3071},1985,0,-0.0206091353584679,0,0
5376362,0,"energy plant operator, stoker, boiler operator, substation or power station attendant",1985,0,-0.567400026405265,1,4
5376408,5,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",2005,1,-1.0087173386945802,0,3
5376745,5,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",2004,1,-0.4987160765075924,1,3
5377572,6,"director or chief executive of private organisation/company, company chairman or president, general manager",2009,0,-0.26522526242121675,0,4
5377958,4,"civil service administrative officer or assistant or clerk, tax collector, prison service clerk, law courts clerk",2003,0,-0.6987873370585805,0,3
5380049,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1996,1,-0.11810508951284426,0,5
5380403,0,"chemist (analytic, developmental, industrial, research)",1985,1,-0.5160807808959177,1,4
5380602,1,"scientific researcher, scientific officer, medical research associate, experimental officer",2001,0,1.105975952742622,1,3
5383535,3,"security guard/officer, night watchman, store detective, private detective, bodyguard, gateman, door keeper, cctv operator, patrolman",1994,0,-0.9023005963923454,1,4
5383925,1,secondary school teacher or teaching professional (including head teacher),1999,1,-1.4853365732055093,0,5
5384236,0,"other assembler, routine operative {81392812_2803}",1956,0,-1.198854802520566,1,3
5384803,2,"registrar or senior administrator of educational establishment, bursar, registrar, university administrator",2000,0,0.5600392829283707,1,4
5385083,2,"bus or coach driver, minibus driver {82132606_2602}",2000,-1,-1.5972981284896628,1,2
5385384,3,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1977,0,-0.64030910460669,1,3
5385680,1,"machine operator, processor, foreman {81112700_2699}",2001,0,0.05070724227384924,1,4
5385874,2,"laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician",1996,0,-0.5813602516295655,0,3
5386855,0,"management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst",1976,0,0.8945342634665308,0,3
5386985,3,"nurse (of any kind, at any level)",1991,-1,-0.5012967307337609,0,4
5387627,2,"machine operator, plastics moulder, foreman",1991,0,-0.34361872043917624,1,4
5388115,1,"senior official in local government including parish or town or county chief clerk, chief or superintendent rate collector, chief executive or director, councillor",2001,0,-0.9592965720450424,1,4
5389220,9,other engineering professional {21293047_3037},1994,0,0.8089976786049256,1,4
5391814,5,all other personal assistants and secretaries,1999,0,0.7432320953718479,0,4
5393079,0,"assembler, machine operator, foreman {81322815_2814}",1985,0,-0.8300220437207453,0,0
5393741,1,local government administrative officer or assistant or clerk,1999,0,0.8852249703970615,0,4
5394557,1,"nursing auxiliary or assistant, steriliser of medical equipment, occupational therapy assistant, phlebotomist, physiotherapy assistant, ward orderly, ward assistant",1998,0,0.6314083447873675,0,1
5394774,1,"solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder",1974,0,-0.8817924891887017,1,2
5395392,2,"electrician, electrical fitter {52412528_2523}",1968,0,0.06426461103199012,1,3
5395477,1,legal secretary,1986,0,-0.8460460235961963,0,4
5396179,0,secondary school teacher or teaching professional (including head teacher),1971,1,-0.12079346218874897,0,5
5398105,9,occupational therapist,1999,0,1.3997891411558074,0,4
5401476,3,"management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst",1991,0,1.4524250430615722,0,3
5401884,2,aircraft engineer,1976,0,0.6833819558580606,1,4
5401954,3,"import agent, export agent, shipping agent",2002,0,-0.4846861091628763,1,4
5402632,5,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",2001,0,-2.2763574548537404,0,3
5404690,2,midwife,1986,0,0.11106018345710086,0,3
5404887,0,local government administrative officer or assistant or clerk,1962,0,-0.04364236851887828,0,3
5405217,2,"other therapist including acupuncturist, aromatherapist, dietician, herbalist, homeopath, hypnotherapist, masseur, orthoptist, osteopath, psychotherapist",2000,0,0.18263149702414225,0,3
5405254,1,midwife,1979,0,-0.6668456453370151,0,4
5405492,3,funeral director,1998,0,-0.4513705638775966,0,4
5405636,0,"it strategy or planning professional, computer consultant, software consultant",1960,1,0.166996978129601,1,0
5405819,2,"broker, financial/insurance broker, foreign exchange dealer, ship/marine broker, stockbroker, commodity trader {35323258_3249}",2006,0,-1.319274509010111,1,2
5407288,3,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1994,1,-0.2228252374095567,0,4
5407292,3,special needs teaching professional (including head teacher),1992,1,-0.7911670113679343,0,3
5408331,3,"community worker, day centre officer, youth leader, youth worker, parish worker, bail support officer",1983,0,1.3421622775040944,0,4
5410913,2,"communication/telecommunications operator, radio/telex operator, radar operator",1997,0,0.08176627516523671,0,1
5411480,4,"social services manager, community care manager, welfare services manager",1993,-1,0.00741265261396173,0,4
5412774,0,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1968,1,-1.418059874797711,1,4
5413507,1,"counter clerk, bank clerk, cashier, post office clerk",2009,0,0.1941920578491747,1,0
5413723,3,"it strategy or planning professional, computer consultant, software consultant",2000,1,-0.9130517693528432,0,1
5415669,0,"broker, financial/insurance broker, foreign exchange dealer, ship/marine broker, stockbroker, commodity trader {35323265_3263}",1972,0,-0.4456333525580663,1,3
5415811,2,"solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder",1991,0,-0.5426414007216404,0,3
5416061,9,"community worker, day centre officer, youth leader, youth worker, parish worker, bail support officer",2000,0,0.15311103261715642,1,4
5416607,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1972,1,0.00354214471222207,0,2
5416760,2,"customer care adviser/officer/assistant, store guide, customer relations officer/representative {72123325_3320}",1985,0,0.3570486236716869,0,3
5416869,2,"broker, financial/insurance broker, foreign exchange dealer, ship/marine broker, stockbroker, commodity trader {35323258_3249}",1998,0,0.18052656427532893,0,4
5417268,8,"conservation or environmental protection officer, national park officer, marine/coastal conservationist, flood officer",2003,1,-0.18529585638607332,1,2
5418667,4,other engineering professional {21293047_3037},2009,0,0.7532038230002033,1,3
5419802,5,"postal worker, postman, mail sorter, messenger, courier, mailroom clerk, post sorter, leaflet/circular distributor, newspaper/parcel deliverer {92113311_3306}",1999,0,0.3952431991573924,1,2
5421131,2,"director or chief executive of private organisation/company, company chairman or president, general manager",1989,0,1.3398027530296457,1,4
5421518,3,"management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst",2002,0,-0.06405285257264605,1,4
5423359,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",2000,1,0.03672415001139988,0,4
5423582,3,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",2002,1,-0.2871521651995513,0,3
5426317,3,"management accountant, works accountant, cost accountant",1991,0,-0.31351346649175765,0,4
5426393,2,"laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician",2007,0,0.38068815696998554,1,3
5427494,4,"other researchers including in broadcasting, journalism, photography, printing and publishing",2000,1,-0.8822338473172716,0,4
5427760,2,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1993,0,-0.47369073295573955,0,2
5427832,3,"educational assistant, classroom assistant, special needs helper",2004,0,-2.1911491906338902,0,4
5428135,6,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1987,0,-1.0132268094787482,0,2
5429010,3,"other assembler, routine operative {81392831_2823}",1989,0,1.2580424322784205,1,3
5429790,0,university lecturer/professor,1972,0,0.2519861280367018,1,5
5430177,1,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1969,0,-0.08005803548808221,0,3
5432033,1,"other therapist including acupuncturist, aromatherapist, dietician, herbalist, homeopath, hypnotherapist, masseur, orthoptist, osteopath, psychotherapist",1997,0,-0.6434381267330449,0,4
5432071,1,"community worker, day centre officer, youth leader, youth worker, parish worker, bail support officer",2000,0,0.20911609152422644,0,3
5432455,3,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",2007,1,-1.1463153202882457,1,4
5432956,1,"it strategy or planning professional, computer consultant, software consultant",2001,1,0.04857945170068451,1,3
5435647,1,"photographer and audio-visual equipment operator, cameraman, film technician, sound or light engineer, projectionist {34343161_3156}",1989,1,-1.1828158100248485,1,2
5439571,3,"community worker, day centre officer, youth leader, youth worker, parish worker, bail support officer",1994,0,1.6071550510041503,0,5
5440360,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1972,1,0.6049199199318411,0,4
5440500,5,"financial adviser/agent/consultant, investment analyst, mortgage consultant, financier, pension advisor",2008,0,0.342192606985104,1,2
5440517,0,"medical doctor, general practitioner, hospital consultant",1980,-1,2.003448263295143,0,5
5440777,2,special needs teaching professional (including head teacher),1989,1,1.5795326717559068,0,3
5442515,5,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",2002,-1,0.9090840732392124,0,3
5443212,6,"storesman, warehouseman, porter {91492819_2814}",2001,-1,-0.6540125455600422,1,3
5445878,2,"other work in this industry: factory hand, mate, assistant, handler, loader, finisher",1976,0,-1.301611720750725,1,5
5447135,1,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2009,-1,0.7300186477814568,0,3
5448869,4,"customer care/relations manager, help desk manager {11423230_3220}",1995,0,-1.6633922286034353,0,3
5448906,5,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",2001,1,-0.284620930530376,0,2
5450434,2,"hospital manager, health service manager, clinical manager, nursing service manager",1999,0,0.6152332436319714,0,4
5451967,0,plumber,1956,0,-0.47071531995137805,1,4
5455516,0,"nurse (of any kind, at any level)",1987,-1,-0.43294763753916954,0,3
5457175,0,"motor mechanic, auto engineer",1961,0,0.4638015810169055,1,3
5457448,9,"broker, financial/insurance broker, foreign exchange dealer, ship/marine broker, stockbroker, commodity trader {35323265_3263}",2001,0,-0.444905893101776,1,2
5458635,0,"judge's or barrister's clerk, conveyancer, data protection officer, legal assistant or executive, coroner's officer, land registrar, tribunal member",1976,0,-0.6532818417183489,0,3
5460944,0,"security guard/officer, night watchman, store detective, private detective, bodyguard, gateman, door keeper, cctv operator, patrolman",1969,0,-1.5951135762194646,1,4
5461296,3,"financial controller, accounting/audit technician, trust officer",2000,0,-0.9720197687867028,0,3
5464594,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1970,1,0.5521548476427754,0,3
5465565,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1975,1,-0.7322222596802179,1,5
5468072,4,"chartered/certified accountant, auditor, company accountant, articled/audit clerk, official receiver",2007,0,-0.8102636408743166,0,3
5469103,2,"educational assistant, classroom assistant, special needs helper",2003,0,-1.107125991068902,0,5
5469640,9,"welder, fitter-welder",1985,0,-0.834214596811181,1,2
5469796,2,"it strategy or planning professional, computer consultant, software consultant",1998,1,-0.24581628348416645,1,3
5470312,2,"officer of ngo, trade union organiser/official, charity administrator, secretary of research or charity or political or professional or trade association or trade union",1989,0,0.2471134986658728,0,3
5472563,5,"public service higher/senior executive officer, hospital administrator",2005,0,-0.36941451024594496,0,3
5472590,5,"laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician",1987,0,0.3398987501528767,0,3
5472740,4,"other therapist including acupuncturist, aromatherapist, dietician, herbalist, homeopath, hypnotherapist, masseur, orthoptist, osteopath, psychotherapist",2009,0,0.5064949384744557,1,3
5472952,7,"senior official in local government including parish or town or county chief clerk, chief or superintendent rate collector, chief executive or director, councillor",2000,0,-0.9986411985840018,1,3
5475387,5,"director or chief executive of private organisation/company, company chairman or president, general manager",1988,0,-0.6349097071021228,1,3
5476692,4,"sales or marketing manager/director, export/import manager, business development manager, advertising/commercial manager",1988,1,-0.09056336965038768,1,3
5478284,2,"nursing auxiliary or assistant, steriliser of medical equipment, occupational therapy assistant, phlebotomist, physiotherapy assistant, ward orderly, ward assistant",1999,0,-0.5138631404648668,0,3
5480195,5,"officer of ngo, trade union organiser/official, charity administrator, secretary of research or charity or political or professional or trade association or trade union",2006,0,-0.8650453451314619,0,3
5480738,1,all other personal assistants and secretaries,2003,0,-0.05765230330136026,0,2
5483979,1,croupier,1976,0,-1.2331357187146272,0,4
5484253,4,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",2005,1,1.3203832376843014,1,3
5485317,1,local government administrative officer or assistant or clerk,2000,0,1.9286022085425436,0,3
5485892,6,local government administrative officer or assistant or clerk,1998,0,-1.0014748764752894,1,4
5487550,3,"other travel assistants, other travel hostess/steward",1991,0,0.9265553598540152,0,3
5488212,1,"import agent, export agent, shipping agent",1969,0,-0.4615625934363693,0,4
5488569,2,"officer of ngo, trade union organiser/official, charity administrator, secretary of research or charity or political or professional or trade association or trade union",2003,0,-2.0717122174883675,0,4
5489347,2,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1980,0,0.9757986944015026,1,3
5489423,2,"manager in construction, clerk of works, site manager, contracts manager, highways manager",2007,0,-0.01566082106814057,1,2
5489655,0,"medical doctor, general practitioner, hospital consultant",1971,-1,1.4128260502208472,1,4
5490869,3,"further education teaching professional, college lecturer/professor",1989,1,-0.4056851110014429,0,3
5493090,0,"mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer",1987,0,1.275300180738624,1,2
5493439,6,"sales or marketing representative, manufacturer's agent or representative or salesman/woman",2009,1,1.656489337170598,0,5
5494410,4,"it strategy or planning professional, computer consultant, software consultant",2003,1,0.6351803683672145,0,3
5495993,3,"education officer, director of education, curriculum development officer",2002,0,-0.8855118471385591,0,5
5496375,1,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1975,1,-0.7085796204082783,1,3
5500165,2,"other teaching professional including private tutor, tefl (teaching english as a foreign language) teacher; tutor at adult education centre, etc.",1996,1,0.222704020705152,0,4
5500447,0,hairdressing or beauty salon manager or proprietor/owner,1968,0,-0.8027832203089185,0,4
5501429,0,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1983,1,0.22053595271266652,1,4
5501745,0,hairdressing or beauty salon manager or proprietor/owner,1966,0,-1.4709975590761837,0,4
5504460,5,"social services manager, community care manager, welfare services manager",1999,-1,0.00791773150763152,0,3
5505461,1,"educational assistant, classroom assistant, special needs helper",1992,0,0.07142177053157142,0,2
5506546,3,window cleaner,2006,0,-0.8001536935418178,1,4
5507440,3,other engineering professional {21293047_3037},2007,0,0.683485066205427,1,3
5507680,6,police officer (sergeant or below),2006,0,1.0487546333808582,1,5
5507744,0,physiotherapist,1966,0,0.9030736783672006,0,4
5508407,5,"social science researcher, anthropologist, sociologist, archaeologist, behavioural scientist, epidemiologist, government survey officer",2003,1,1.2535176558017174,0,3
5509477,3,"health and safety officer, occupational hygienist, safety adviser {35672595_2590}",1984,0,-0.1437197986232684,1,4
5509916,5,research or laboratory manager,2001,0,-0.1059727760610991,1,4
5510162,4,"residential manager, day care manager, nursing home manager, retirement home manager, convalescent home manager",2001,-1,0.7898682811813726,0,3
5510529,7,"personnel, human resources, training or industrial relations manager/director, recruitment manager/director",2005,0,0.2987188617875265,0,3
5510838,6,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1997,1,1.5422794977365435,0,3
5511260,1,"customer care adviser/officer/assistant, store guide, customer relations officer/representative {72123243_3235}",2002,0,1.8383262597555297,0,2
5511867,0,"manager in construction, clerk of works, site manager, contracts manager, highways manager",1980,0,0.5079195926648593,1,4
5512071,5,"director or chief executive of private organisation/company, company chairman or president, general manager",2002,0,-0.1658519381503415,1,2
5514958,3,"social worker, child care/protection officer, adoption officer, mental health officer, almoner, family case worker",1988,-1,-1.1249672764063003,1,3
5517817,9,"senior official of special interest organisation including general manager or director or executive or general secretary of charity, or trade union/association or religious organisation",2007,0,-0.04090873459460346,0,3
5518125,6,"architect, landscape architect/designer, structural designer {24313288_3287}",1993,1,0.9566506035961756,1,3
5519105,2,medical secretary {42113298_3297},1999,0,0.7639067155963093,0,3
5520637,1,"director or chief executive of private organisation/company, company chairman or president, general manager",1993,0,-0.6572902707549569,1,4
5522783,1,"judge's or barrister's clerk, conveyancer, data protection officer, legal assistant or executive, coroner's officer, land registrar, tribunal member",1994,0,0.24029813993886845,0,3
5523605,4,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2006,-1,0.4040488292683448,0,3
5524601,0,non-commissioned officers or other rank of armed forces,1967,0,0.2552098441788074,1,3
5524655,2,secondary school teacher or teaching professional (including head teacher),1974,1,-0.3433596435579168,1,4
5525756,6,"management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst",2003,0,0.2239368969910814,0,5
5526141,3,physiotherapist,1998,0,0.08922339764835133,0,4
5526861,2,"collector/door-to-door salesperson, canvasser, credit agent, insurance agent, travelling salesperson, commercial traveller",1988,0,0.21226554383012075,1,4
5527212,3,"it strategy or planning professional, computer consultant, software consultant",1995,1,-0.7366854812114014,0,3
5528192,2,"electrical engineer, generating engineer, power engineer, power transmission engineer {21233041_3037}",1979,1,1.054747750781221,1,3
5528364,1,local government administrative officer or assistant or clerk,1988,0,0.9267370068996296,0,4
5529500,1,"nurseryman, market gardener, horticulturist",2005,-1,0.7567335657124225,1,2
5529535,5,"sales or marketing manager/director, export/import manager, business development manager, advertising/commercial manager",2000,1,-2.205989915266366,1,3
5530605,4,"public service higher/senior executive officer, hospital administrator",2003,0,0.8624849776620344,0,3
5532394,0,secondary school teacher or teaching professional (including head teacher),1971,1,-1.7258708158528422,1,4
5532742,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1986,1,-0.2799719941403979,0,5
5534090,1,"senior official in local government including parish or town or county chief clerk, chief or superintendent rate collector, chief executive or director, councillor",1988,0,-0.498187268579473,1,3
5534115,3,civil engineer,2005,0,0.844069910670874,1,4
5534564,5,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",2001,1,2.628816116001156,1,3
5534748,1,"docker, stevedore, slinger",1999,0,0.6987523563395488,1,3
5536396,2,"receptionist, doctor's/dental receptionist {42163095_3083}",2002,0,0.0938647524722242,0,4
5536619,2,"storesman, warehouseman, porter {91492819_2814}",1984,-1,0.4091769886368263,1,4
5539510,4,"scientific researcher, scientific officer, medical research associate, experimental officer",1993,0,0.23378917489347753,1,3
5540451,0,motor vehicle/industrial machinery fitter {52232941_2933},1974,0,-0.1277702655632966,1,1
5540801,0,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1982,1,0.3794234391265554,0,2
5541564,0,speech and language therapist,1992,0,-0.2954686074817772,0,4
5542630,1,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1990,1,0.7883380044721815,1,5
5543752,3,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1971,1,-0.5105284425194394,0,5
5544942,0,taxation accountant or adviser or consultant or practitioner,1969,0,-0.4539038477842641,1,3
5545300,2,"illustrator, cartoonist, animator",1975,0,0.7684635486167051,1,4
5545474,8,"driving instructor, hgv instructor",1997,0,0.8686013393052562,1,4
5545932,0,"musician, bandsman, instrumentalist, bellringer; composer, conductor; song writer",1980,1,-0.4334935641293136,1,2
5547055,2,"civil engineer, transport engineer, structural engineer, borough surveyor",1984,0,0.18472376884503397,1,4
5547256,0,local government administrative officer or assistant or clerk,1987,0,0.05817313772683723,0,4
5547351,4,"senior official of special interest organisation including general manager or director or executive or general secretary of charity, or trade union/association or religious organisation",1998,0,0.8660020074978344,0,3
5548307,0,"director or chief executive of private organisation/company, company chairman or president, general manager",1984,0,0.6503287301180749,1,3
5549097,4,"personnel, human resources, training or industrial relations manager/director, recruitment manager/director",1991,0,0.9169699113060104,0,4
5550093,4,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1990,1,-1.0749514917499488,0,4
5550130,5,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",2004,1,-0.7255089652785239,0,4
5551384,1,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1990,1,-0.1495498577164187,1,3
5551655,0,"senior official in local government including parish or town or county chief clerk, chief or superintendent rate collector, chief executive or director, councillor",1981,0,-0.2421919011714797,0,4
5552317,4,"registrar or senior administrator of educational establishment, bursar, registrar, university administrator",2006,0,-0.01836629555642571,1,4
5552629,5,"registrar or senior administrator of educational establishment, bursar, registrar, university administrator",2007,0,-0.6904561008587649,0,4
5554012,1,"production, works or maintenance manager",1976,-1,0.6193454162890357,0,2
5554218,2,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",2000,0,-1.7400419829229847,0,3
5554458,0,"senior officer in customs and excise or immigration including senior inspector, customs and excise surveyor, immigration officer",1977,0,-0.402125856681665,1,0
5555273,3,"civil service administrative officer or assistant or clerk, tax collector, prison service clerk, law courts clerk",2002,0,2.1043819161953756,0,3
5555575,5,"mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer",1997,0,0.4089494955072847,1,4
5555639,1,secondary school teacher or teaching professional (including head teacher),1999,1,1.0291638912952987,0,4
5555884,1,secondary school teacher or teaching professional (including head teacher),1977,1,-1.079998212858335,0,4
5556326,0,"director or chief executive of private organisation/company, company chairman or president, general manager",1983,0,-0.03555875119610448,1,3
5558334,1,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1984,1,0.03009023949625092,0,4
5560496,4,"waste collector, salvage worker, dustman, recycling operative",2007,-1,-1.1118785353171448,1,5
5560817,0,"educational assistant, classroom assistant, special needs helper",1997,0,-1.6970729963802826,0,4
5562113,3,police officer (sergeant or below),1966,0,0.7191575334387122,1,4
5562895,1,"retail/shop cashier, check-out operator, petrol station attendant, restaurant cashier",1994,-1,-1.6144478503413575,0,4
5563139,3,"management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst",1996,0,-0.14336538248991368,1,4
5563949,5,"social worker, child care/protection officer, adoption officer, mental health officer, almoner, family case worker",1998,-1,1.062924683724197,0,3
5565352,3,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1988,1,0.543746444738754,1,3
5565718,1,"chartered/certified accountant, auditor, company accountant, articled/audit clerk, official receiver",1984,0,0.7137653402519624,1,3
5565990,3,"librarian, assistant librarian {24513314_3313}",1990,1,-0.9711951969415528,0,3
5566572,1,"mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer",1986,0,-1.8855006254291211,1,3
5566712,1,"mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer",1975,0,0.8255685896393874,1,4
5567321,1,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1979,1,-0.960540651969321,1,3
5567776,5,"mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer",1994,0,-1.2311620463974535,1,3
5568911,0,"medical doctor, general practitioner, hospital consultant",1988,-1,-0.20751058546879397,1,4
5569159,4,civil service senior manager outside the senior civil service (former grades 6 and 7),2009,0,0.630536068342593,0,3
5570837,5,"director or chief executive of private organisation/company, company chairman or president, general manager",1998,0,-1.5779585593961147,1,3
5571148,3,mathematician,1996,0,0.12531184011276442,1,1
5571325,1,"ict or it manager, systems/data processing manager, telecom manager",1978,1,0.22688669931682712,1,3
5573266,3,"medical doctor, general practitioner, hospital consultant",2005,-1,-1.3147537733069858,0,3
5573472,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1972,1,-1.523463234580184,0,4
5576032,6,"production, works or maintenance manager",1980,-1,0.35589253964866796,1,4
5577784,2,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1990,1,-1.400371287055476,1,3
5578916,3,"senior official of special interest organisation including general manager or director or executive or general secretary of charity, or trade union/association or religious organisation",1985,0,-1.3274583641510174,1,4
5579958,5,"shelf filler or stacker, stock handler, display assistant",2005,-1,-0.16609798180589075,1,4
5580270,1,"director or chief executive of private organisation/company, company chairman or president, general manager",2006,0,0.1857795975209624,0,4
5581176,0,"chartered/certified accountant, auditor, company accountant, articled/audit clerk, official receiver",1970,0,-1.836557701554704,1,3
5582775,5,"road transport/traffic manager, haulage contractor/manager, taxi/courier service manager, bus/coach station manager, removals manager, shipping manager",1993,-1,-0.2296189695556292,1,2
5583989,2,"financial controller, accounting/audit technician, trust officer",1977,0,0.678834927465759,1,5
5585388,3,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1983,1,2.008998615840806,1,1
5587135,1,"management consultant, actuary, economist, statistician, statistical controller/assistant, business analyst, demographer, economic forecaster",1988,1,0.02262507370902969,0,3
5587765,1,university research fellow or assistant/associate,1998,0,0.39991632882470224,1,3
5588923,1,all other personal assistants and secretaries,1999,0,0.08536438409981001,0,3
5589664,0,"other therapist including acupuncturist, aromatherapist, dietician, herbalist, homeopath, hypnotherapist, masseur, orthoptist, osteopath, psychotherapist",1985,0,0.3839611568660568,0,3
5594072,2,occupational therapist,1996,0,1.5730659182119726,0,4
5594735,3,"nurse (of any kind, at any level)",1993,-1,-1.0734532683548863,1,4
5595437,0,"social worker, child care/protection officer, adoption officer, mental health officer, almoner, family case worker",1975,-1,1.2878448604297072,1,3
5595752,2,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1986,1,0.22762436613805165,0,3
5599976,1,"school/student counsellor, school attendance officer {32323410_3406}",1973,0,0.3751263057736264,0,3
